room_length,room_breadth,furniture_0_x,furniture_0_y,furniture_0_orientation,furniture_0_category,furniture_1_x,furniture_1_y,furniture_1_orientation,furniture_1_category,furniture_2_x,furniture_2_y,furniture_2_orientation,furniture_2_category,furniture_3_x,furniture_3_y,furniture_3_orientation,furniture_3_category,output_furniture_0_x,output_furniture_0_y,output_furniture_0_orientation,output_furniture_0_category,output_furniture_1_x,output_furniture_1_y,output_furniture_1_orientation,output_furniture_1_category,output_furniture_2_x,output_furniture_2_y,output_furniture_2_orientation,output_furniture_2_category,output_furniture_3_x,output_furniture_3_y,output_furniture_3_orientation,output_furniture_3_category
8.66,6.09,0.14,3.37,309.18,wooden_beige_sofa,0.96,3.03,305.1,hexagonal_top_table,0.46,0.9,270.92,yellow_armchair,3.99,3.15,354.33,coffee_table,0.14,3.37,309.18,wooden_beige_sofa,0.96,3.03,305.1,hexagonal_top_table,0.46,0.9,270.92,yellow_armchair,3.99,3.15,354.33,coffee_table
6.49,3.88,2.07,2.94,94.08,green_sofa,0.41,3.07,152.79,brown_sofa,0.07,2.25,189.26,white_armchair,6.19,0.06,29.75,white_armchair,2.07,2.94,94.08,green_sofa,0.41,3.07,152.79,brown_sofa,0.07,2.25,189.26,white_armchair,6.19,0.06,29.75,white_armchair
9.85,4.2,5.05,0.88,69.1,antique_desk,2.64,1.59,113.21,brown_sofa,8.6,2.82,351.9,red_brown_sofa,4.02,3.15,63.56,coffee_table,5.05,0.88,69.1,antique_desk,2.64,1.59,113.21,brown_sofa,8.6,2.82,351.9,red_brown_sofa,4.02,3.15,63.56,coffee_table
6.82,6.66,5.55,1.49,201.22,hexagonal_top_table,4.85,0.24,283.07,red_brown_sofa,4.52,1.94,10.36,coffee_table,4.94,1.46,163.14,modern_chair,5.55,1.49,201.22,hexagonal_top_table,4.85,0.24,283.07,red_brown_sofa,4.52,1.94,10.36,coffee_table,4.94,1.46,163.14,modern_chair
7.74,9.89,5.37,9.87,155.15,modern_chair,2.22,2.37,355.52,hexagonal_top_table,3.44,5.75,264.37,brown_sofa,2.91,6.95,158.76,brown_sofa,5.37,9.87,155.15,modern_chair,2.22,2.37,355.52,hexagonal_top_table,3.44,5.75,264.37,brown_sofa,2.91,6.95,158.76,brown_sofa
5.09,9.25,0.21,7.91,79.05,coffee_table,3.26,1.7,174.93,white_armchair,1.32,3.65,35.24,coffee_table,3.96,8.0,325.94,white_armchair,0.21,7.91,79.05,coffee_table,3.26,1.7,174.93,white_armchair,1.32,3.65,35.24,coffee_table,3.96,8.0,325.94,white_armchair
3.02,7.89,2.97,7.84,177.75,hexagonal_top_table,0.62,3.13,355.27,coffee_table,2.0,1.4,273.01,leather_vintage_sofa,0.32,6.28,92.87,antique_desk,2.97,7.84,177.75,hexagonal_top_table,0.62,3.13,355.27,coffee_table,2.0,1.4,273.01,leather_vintage_sofa,0.32,6.28,92.87,antique_desk
4.76,9.37,1.94,7.57,157.82,hexagonal_top_table,0.1,3.0,331.18,white_armchair,1.98,0.65,169.86,coffee_table,4.54,0.67,179.76,leather_vintage_sofa,1.94,7.57,157.82,hexagonal_top_table,0.1,3.0,331.18,white_armchair,1.98,0.65,169.86,coffee_table,4.54,0.67,179.76,leather_vintage_sofa
5.09,4.6,1.79,0.48,223.5,antique_desk,0.97,2.09,194.64,green_sofa,3.02,2.62,328.32,coffee_table,2.43,1.42,81.37,hexagonal_top_table,1.79,0.48,223.5,antique_desk,0.97,2.09,194.64,green_sofa,3.02,2.62,328.32,coffee_table,2.43,1.42,81.37,hexagonal_top_table
9.16,6.37,6.89,1.84,41.17,white_armchair,1.03,5.8,359.13,wooden_beige_sofa,8.92,3.22,78.85,yellow_armchair,1.29,2.39,46.41,leather_vintage_sofa,6.89,1.84,41.17,white_armchair,1.03,5.8,359.13,wooden_beige_sofa,8.92,3.22,78.85,yellow_armchair,1.29,2.39,46.41,leather_vintage_sofa
8.56,4.91,4.91,2.0,354.04,hexagonal_top_table,0.22,1.2,83.59,coffee_table,0.99,4.45,77.6,yellow_armchair,2.43,4.14,244.28,modern_chair,4.91,2.0,354.04,hexagonal_top_table,0.22,1.2,83.59,coffee_table,0.99,4.45,77.6,yellow_armchair,2.43,4.14,244.28,modern_chair
4.84,3.93,3.49,0.21,224.15,green_sofa,0.37,3.0,206.69,white_armchair,4.29,2.64,222.83,green_sofa,4.78,2.76,76.03,hexagonal_top_table,3.49,0.21,224.15,green_sofa,0.37,3.0,206.69,white_armchair,4.29,2.64,222.83,green_sofa,4.78,2.76,76.03,hexagonal_top_table
3.74,4.24,3.4,3.31,182.46,coffee_table,0.77,2.74,207.68,modern_chair,0.85,3.79,208.39,antique_desk,0.87,1.35,316.81,wooden_beige_sofa,3.4,3.31,182.46,coffee_table,0.77,2.74,207.68,modern_chair,0.85,3.79,208.39,antique_desk,0.87,1.35,316.81,wooden_beige_sofa
9.71,8.1,6.22,6.89,333.27,modern_chair,9.67,0.58,259.34,leather_vintage_sofa,4.36,2.63,356.19,white_armchair,3.27,0.22,62.61,modern_chair,6.22,6.89,333.27,modern_chair,9.67,0.58,259.34,leather_vintage_sofa,4.36,2.63,356.19,white_armchair,3.27,0.22,62.61,modern_chair
9.88,7.18,1.6,1.57,359.62,white_armchair,9.76,3.8,277.76,leather_vintage_sofa,2.69,7.05,251.9,modern_chair,6.63,0.26,21.58,yellow_armchair,1.6,1.57,359.62,white_armchair,9.76,3.8,277.76,leather_vintage_sofa,2.69,7.05,251.9,modern_chair,6.63,0.26,21.58,yellow_armchair
4.29,7.18,2.04,3.58,26.76,green_sofa,3.64,4.89,51.15,red_brown_sofa,0.45,6.0,233.6,yellow_armchair,0.6,1.93,302.16,yellow_armchair,2.04,3.58,26.76,green_sofa,3.64,4.89,51.15,red_brown_sofa,0.45,6.0,233.6,yellow_armchair,0.6,1.93,302.16,yellow_armchair
4.05,8.58,2.21,1.47,246.86,hexagonal_top_table,2.73,5.64,24.97,green_sofa,1.15,5.27,21.13,hexagonal_top_table,1.47,7.48,109.36,coffee_table,2.21,1.47,246.86,hexagonal_top_table,2.73,5.64,24.97,green_sofa,1.15,5.27,21.13,hexagonal_top_table,1.47,7.48,109.36,coffee_table
7.72,4.7,0.9,2.73,216.42,yellow_armchair,4.51,3.22,195.38,coffee_table,2.91,2.41,114.25,brown_sofa,0.06,2.59,70.28,wooden_beige_sofa,0.9,2.73,216.42,yellow_armchair,4.51,3.22,195.38,coffee_table,2.91,2.41,114.25,brown_sofa,0.06,2.59,70.28,wooden_beige_sofa
6.0,8.06,0.76,7.26,24.51,yellow_armchair,0.03,6.84,345.41,leather_vintage_sofa,3.14,2.59,306.38,modern_chair,1.06,3.33,175.36,wooden_beige_sofa,0.76,7.26,24.51,yellow_armchair,0.03,6.84,345.41,leather_vintage_sofa,3.14,2.59,306.38,modern_chair,1.06,3.33,175.36,wooden_beige_sofa
8.27,5.44,7.91,0.92,7.9,green_sofa,0.47,2.82,152.04,hexagonal_top_table,5.3,4.75,53.49,coffee_table,0.91,2.85,224.73,antique_desk,7.91,0.92,7.9,green_sofa,0.47,2.82,152.04,hexagonal_top_table,5.3,4.75,53.49,coffee_table,0.91,2.85,224.73,antique_desk
9.59,9.94,6.89,0.01,258.58,hexagonal_top_table,0.15,0.2,87.35,white_armchair,3.76,0.42,338.37,antique_desk,6.1,4.55,228.74,hexagonal_top_table,6.89,0.01,258.58,hexagonal_top_table,0.15,0.2,87.35,white_armchair,3.76,0.42,338.37,antique_desk,6.1,4.55,228.74,hexagonal_top_table
5.09,7.75,4.63,1.66,73.75,brown_sofa,2.29,0.77,246.25,brown_sofa,1.32,0.04,132.59,red_brown_sofa,3.18,5.86,64.15,red_brown_sofa,4.63,1.66,73.75,brown_sofa,2.29,0.77,246.25,brown_sofa,1.32,0.04,132.59,red_brown_sofa,3.18,5.86,64.15,red_brown_sofa
6.66,5.31,2.87,4.46,316.75,leather_vintage_sofa,4.65,1.82,327.91,coffee_table,5.73,4.63,134.86,green_sofa,1.52,1.02,340.46,hexagonal_top_table,2.87,4.46,316.75,leather_vintage_sofa,4.65,1.82,327.91,coffee_table,5.73,4.63,134.86,green_sofa,1.52,1.02,340.46,hexagonal_top_table
9.69,7.34,8.93,2.14,240.77,white_armchair,6.74,2.26,152.8,white_armchair,7.83,3.15,201.5,red_brown_sofa,2.99,3.22,195.43,white_armchair,8.93,2.14,240.77,white_armchair,6.74,2.26,152.8,white_armchair,7.83,3.15,201.5,red_brown_sofa,2.99,3.22,195.43,white_armchair
9.97,9.57,7.91,1.41,254.54,wooden_beige_sofa,2.43,0.59,205.05,leather_vintage_sofa,6.82,8.29,214.82,modern_chair,7.71,8.08,338.37,hexagonal_top_table,7.91,1.41,254.54,wooden_beige_sofa,2.43,0.59,205.05,leather_vintage_sofa,6.82,8.29,214.82,modern_chair,7.71,8.08,338.37,hexagonal_top_table
4.88,3.24,4.39,3.22,133.82,green_sofa,3.44,1.84,101.0,red_brown_sofa,3.64,0.31,228.52,modern_chair,0.26,1.63,332.27,white_armchair,4.39,3.22,133.82,green_sofa,3.44,1.84,101.0,red_brown_sofa,3.64,0.31,228.52,modern_chair,0.26,1.63,332.27,white_armchair
3.55,8.44,0.31,2.76,329.22,red_brown_sofa,3.1,7.82,52.72,leather_vintage_sofa,0.28,2.69,194.69,green_sofa,1.94,3.72,176.18,brown_sofa,0.31,2.76,329.22,red_brown_sofa,3.1,7.82,52.72,leather_vintage_sofa,0.28,2.69,194.69,green_sofa,1.94,3.72,176.18,brown_sofa
8.62,6.76,1.04,3.89,251.6,modern_chair,7.02,4.11,327.14,wooden_beige_sofa,2.07,1.17,223.09,hexagonal_top_table,8.04,4.74,289.87,modern_chair,1.04,3.89,251.6,modern_chair,7.02,4.11,327.14,wooden_beige_sofa,2.07,1.17,223.09,hexagonal_top_table,8.04,4.74,289.87,modern_chair
6.24,4.27,2.22,0.41,340.62,red_brown_sofa,0.86,2.12,285.78,green_sofa,3.6,3.37,3.09,hexagonal_top_table,2.77,3.21,161.8,coffee_table,2.22,0.41,340.62,red_brown_sofa,0.86,2.12,285.78,green_sofa,3.6,3.37,3.09,hexagonal_top_table,2.77,3.21,161.8,coffee_table
9.4,6.89,8.51,3.86,128.9,antique_desk,8.16,4.86,60.24,green_sofa,2.07,5.33,181.95,modern_chair,4.7,2.6,355.33,hexagonal_top_table,8.51,3.86,128.9,antique_desk,8.16,4.86,60.24,green_sofa,2.07,5.33,181.95,modern_chair,4.7,2.6,355.33,hexagonal_top_table
9.09,3.9,1.28,2.89,229.98,modern_chair,7.84,3.9,333.55,hexagonal_top_table,8.0,0.8,19.97,red_brown_sofa,0.76,1.68,41.96,modern_chair,1.28,2.89,229.98,modern_chair,7.84,3.9,333.55,hexagonal_top_table,8.0,0.8,19.97,red_brown_sofa,0.76,1.68,41.96,modern_chair
6.55,9.61,4.3,3.69,72.78,antique_desk,1.46,1.56,293.74,antique_desk,4.63,0.93,170.26,white_armchair,3.22,4.96,35.62,hexagonal_top_table,4.3,3.69,72.78,antique_desk,1.46,1.56,293.74,antique_desk,4.63,0.93,170.26,white_armchair,3.22,4.96,35.62,hexagonal_top_table
5.1,9.6,0.46,0.72,310.42,wooden_beige_sofa,0.48,5.7,317.81,yellow_armchair,2.9,8.06,62.68,leather_vintage_sofa,0.26,4.12,195.19,yellow_armchair,0.46,0.72,310.42,wooden_beige_sofa,0.48,5.7,317.81,yellow_armchair,2.9,8.06,62.68,leather_vintage_sofa,0.26,4.12,195.19,yellow_armchair
8.38,9.82,2.82,4.67,209.17,antique_desk,3.36,6.14,329.7,antique_desk,0.16,9.27,239.49,hexagonal_top_table,5.56,8.98,296.38,coffee_table,2.82,4.67,209.17,antique_desk,3.36,6.14,329.7,antique_desk,0.16,9.27,239.49,hexagonal_top_table,5.56,8.98,296.38,coffee_table
9.53,4.43,5.67,3.91,262.75,antique_desk,3.64,3.92,282.8,green_sofa,0.19,0.29,56.34,leather_vintage_sofa,5.18,4.02,259.89,modern_chair,5.67,3.91,262.75,antique_desk,3.64,3.92,282.8,green_sofa,0.19,0.29,56.34,leather_vintage_sofa,5.18,4.02,259.89,modern_chair
6.46,9.65,5.31,1.55,284.62,leather_vintage_sofa,1.47,1.9,264.01,leather_vintage_sofa,5.62,5.47,280.15,yellow_armchair,2.86,9.38,219.93,leather_vintage_sofa,5.31,1.55,284.62,leather_vintage_sofa,1.47,1.9,264.01,leather_vintage_sofa,5.62,5.47,280.15,yellow_armchair,2.86,9.38,219.93,leather_vintage_sofa
9.4,3.85,1.87,1.87,94.36,red_brown_sofa,1.16,3.7,316.55,antique_desk,4.42,3.25,56.24,green_sofa,5.79,1.58,108.8,coffee_table,1.87,1.87,94.36,red_brown_sofa,1.16,3.7,316.55,antique_desk,4.42,3.25,56.24,green_sofa,5.79,1.58,108.8,coffee_table
5.45,9.49,0.9,5.38,33.55,green_sofa,0.36,7.87,286.18,green_sofa,2.07,8.1,79.15,yellow_armchair,1.93,4.37,356.96,antique_desk,0.9,5.38,33.55,green_sofa,0.36,7.87,286.18,green_sofa,2.07,8.1,79.15,yellow_armchair,1.93,4.37,356.96,antique_desk
6.15,4.8,0.31,3.6,279.76,leather_vintage_sofa,5.13,3.4,137.5,red_brown_sofa,3.27,1.08,60.31,green_sofa,3.87,0.75,325.09,yellow_armchair,0.31,3.6,279.76,leather_vintage_sofa,5.13,3.4,137.5,red_brown_sofa,3.27,1.08,60.31,green_sofa,3.87,0.75,325.09,yellow_armchair
3.89,6.79,3.59,5.7,78.75,wooden_beige_sofa,2.27,3.86,207.48,red_brown_sofa,0.16,1.23,91.15,antique_desk,1.09,5.63,344.93,brown_sofa,3.59,5.7,78.75,wooden_beige_sofa,2.27,3.86,207.48,red_brown_sofa,0.16,1.23,91.15,antique_desk,1.09,5.63,344.93,brown_sofa
7.68,4.3,2.2,1.98,193.54,hexagonal_top_table,2.32,0.88,217.22,hexagonal_top_table,7.37,2.39,136.47,wooden_beige_sofa,6.81,2.12,333.22,white_armchair,2.2,1.98,193.54,hexagonal_top_table,2.32,0.88,217.22,hexagonal_top_table,7.37,2.39,136.47,wooden_beige_sofa,6.81,2.12,333.22,white_armchair
9.6,5.82,9.26,5.1,28.14,red_brown_sofa,4.46,1.93,250.72,green_sofa,8.59,4.08,309.3,hexagonal_top_table,1.36,1.48,184.29,hexagonal_top_table,9.26,5.1,28.14,red_brown_sofa,4.46,1.93,250.72,green_sofa,8.59,4.08,309.3,hexagonal_top_table,1.36,1.48,184.29,hexagonal_top_table
6.63,5.57,2.33,2.84,337.88,wooden_beige_sofa,0.09,0.73,74.82,modern_chair,3.77,1.12,127.82,wooden_beige_sofa,4.4,3.79,97.93,green_sofa,2.33,2.84,337.88,wooden_beige_sofa,0.09,0.73,74.82,modern_chair,3.77,1.12,127.82,wooden_beige_sofa,4.4,3.79,97.93,green_sofa
6.3,6.75,4.87,3.04,94.56,wooden_beige_sofa,1.22,6.2,262.82,coffee_table,2.75,3.46,220.52,green_sofa,2.16,2.23,78.28,hexagonal_top_table,4.87,3.04,94.56,wooden_beige_sofa,1.22,6.2,262.82,coffee_table,2.75,3.46,220.52,green_sofa,2.16,2.23,78.28,hexagonal_top_table
6.27,4.66,4.42,3.35,237.09,leather_vintage_sofa,6.2,1.47,96.98,leather_vintage_sofa,3.03,1.03,355.72,red_brown_sofa,3.83,0.83,255.86,yellow_armchair,4.42,3.35,237.09,leather_vintage_sofa,6.2,1.47,96.98,leather_vintage_sofa,3.03,1.03,355.72,red_brown_sofa,3.83,0.83,255.86,yellow_armchair
6.96,8.15,2.48,1.85,22.97,green_sofa,6.53,4.44,200.99,brown_sofa,2.48,0.98,79.8,antique_desk,4.84,3.49,54.9,green_sofa,2.48,1.85,22.97,green_sofa,6.53,4.44,200.99,brown_sofa,2.48,0.98,79.8,antique_desk,4.84,3.49,54.9,green_sofa
7.86,7.86,2.77,3.19,345.33,antique_desk,3.57,5.95,223.65,green_sofa,5.13,2.07,143.83,modern_chair,4.97,2.64,39.41,brown_sofa,2.77,3.19,345.33,antique_desk,3.57,5.95,223.65,green_sofa,5.13,2.07,143.83,modern_chair,4.97,2.64,39.41,brown_sofa
3.48,8.45,2.49,8.35,66.25,white_armchair,2.47,0.28,21.65,hexagonal_top_table,2.46,1.04,72.9,yellow_armchair,2.65,6.3,63.43,antique_desk,2.49,8.35,66.25,white_armchair,2.47,0.28,21.65,hexagonal_top_table,2.46,1.04,72.9,yellow_armchair,2.65,6.3,63.43,antique_desk
7.59,6.67,1.48,4.93,21.25,brown_sofa,0.39,0.06,186.22,antique_desk,5.38,4.75,267.3,white_armchair,5.86,0.86,214.93,brown_sofa,1.48,4.93,21.25,brown_sofa,0.39,0.06,186.22,antique_desk,5.38,4.75,267.3,white_armchair,5.86,0.86,214.93,brown_sofa
9.95,10.0,5.3,4.0,6.3,white_armchair,9.43,8.63,195.79,brown_sofa,5.69,0.26,292.08,brown_sofa,3.26,4.4,96.81,leather_vintage_sofa,5.3,4.0,6.3,white_armchair,9.43,8.63,195.79,brown_sofa,5.69,0.26,292.08,brown_sofa,3.26,4.4,96.81,leather_vintage_sofa
7.12,5.1,3.82,1.41,23.73,modern_chair,1.17,4.17,119.83,leather_vintage_sofa,6.65,3.15,184.76,yellow_armchair,3.48,5.0,310.86,modern_chair,3.82,1.41,23.73,modern_chair,1.17,4.17,119.83,leather_vintage_sofa,6.65,3.15,184.76,yellow_armchair,3.48,5.0,310.86,modern_chair
6.66,8.6,1.6,7.95,94.93,modern_chair,5.51,0.17,45.48,green_sofa,6.15,6.89,117.77,modern_chair,1.45,1.09,193.07,hexagonal_top_table,1.6,7.95,94.93,modern_chair,5.51,0.17,45.48,green_sofa,6.15,6.89,117.77,modern_chair,1.45,1.09,193.07,hexagonal_top_table
9.33,4.74,7.89,1.08,59.95,green_sofa,5.36,2.41,189.99,brown_sofa,8.3,1.48,326.21,brown_sofa,4.33,0.62,117.18,modern_chair,7.89,1.08,59.95,green_sofa,5.36,2.41,189.99,brown_sofa,8.3,1.48,326.21,brown_sofa,4.33,0.62,117.18,modern_chair
6.36,9.09,0.29,8.12,20.79,white_armchair,4.98,3.56,206.84,white_armchair,2.53,6.53,347.4,hexagonal_top_table,0.12,1.04,132.42,leather_vintage_sofa,0.29,8.12,20.79,white_armchair,4.98,3.56,206.84,white_armchair,2.53,6.53,347.4,hexagonal_top_table,0.12,1.04,132.42,leather_vintage_sofa
3.48,3.8,2.05,3.61,248.09,red_brown_sofa,2.08,3.66,197.6,antique_desk,1.0,1.93,85.93,red_brown_sofa,1.56,3.24,294.36,brown_sofa,2.05,3.61,248.09,red_brown_sofa,2.08,3.66,197.6,antique_desk,1.0,1.93,85.93,red_brown_sofa,1.56,3.24,294.36,brown_sofa
5.13,6.55,2.09,6.16,265.61,modern_chair,3.5,3.02,82.37,brown_sofa,2.62,1.66,72.32,hexagonal_top_table,2.46,0.84,145.72,coffee_table,2.09,6.16,265.61,modern_chair,3.5,3.02,82.37,brown_sofa,2.62,1.66,72.32,hexagonal_top_table,2.46,0.84,145.72,coffee_table
7.44,3.11,5.93,0.09,255.76,red_brown_sofa,0.09,1.03,23.46,red_brown_sofa,1.83,0.09,296.61,red_brown_sofa,2.99,3.03,119.67,coffee_table,5.93,0.09,255.76,red_brown_sofa,0.09,1.03,23.46,red_brown_sofa,1.83,0.09,296.61,red_brown_sofa,2.99,3.03,119.67,coffee_table
8.38,6.14,6.71,5.82,283.81,wooden_beige_sofa,3.49,5.72,217.01,leather_vintage_sofa,1.97,3.26,56.45,hexagonal_top_table,2.83,4.75,186.14,modern_chair,6.71,5.82,283.81,wooden_beige_sofa,3.49,5.72,217.01,leather_vintage_sofa,1.97,3.26,56.45,hexagonal_top_table,2.83,4.75,186.14,modern_chair
6.0,4.3,3.12,1.59,70.78,coffee_table,2.03,1.48,324.94,yellow_armchair,2.45,0.82,162.71,coffee_table,1.45,1.2,159.96,white_armchair,3.12,1.59,70.78,coffee_table,2.03,1.48,324.94,yellow_armchair,2.45,0.82,162.71,coffee_table,1.45,1.2,159.96,white_armchair
4.42,5.06,2.57,2.66,180.06,leather_vintage_sofa,0.66,3.17,271.13,green_sofa,0.47,0.1,150.1,modern_chair,1.53,5.05,208.09,modern_chair,2.57,2.66,180.06,leather_vintage_sofa,0.66,3.17,271.13,green_sofa,0.47,0.1,150.1,modern_chair,1.53,5.05,208.09,modern_chair
8.11,4.77,4.07,1.39,300.04,coffee_table,7.08,4.56,225.36,modern_chair,1.91,1.67,49.31,coffee_table,7.65,1.83,21.63,coffee_table,4.07,1.39,300.04,coffee_table,7.08,4.56,225.36,modern_chair,1.91,1.67,49.31,coffee_table,7.65,1.83,21.63,coffee_table
5.61,7.72,2.2,2.14,153.93,white_armchair,3.83,5.7,336.85,coffee_table,0.04,2.84,94.33,coffee_table,3.77,6.95,46.55,hexagonal_top_table,2.2,2.14,153.93,white_armchair,3.83,5.7,336.85,coffee_table,0.04,2.84,94.33,coffee_table,3.77,6.95,46.55,hexagonal_top_table
8.25,8.47,3.08,3.91,66.76,red_brown_sofa,8.13,0.41,235.42,red_brown_sofa,2.29,6.47,183.04,modern_chair,1.78,1.1,351.25,hexagonal_top_table,3.08,3.91,66.76,red_brown_sofa,8.13,0.41,235.42,red_brown_sofa,2.29,6.47,183.04,modern_chair,1.78,1.1,351.25,hexagonal_top_table
6.68,6.53,4.2,0.48,287.44,yellow_armchair,1.26,2.68,190.44,brown_sofa,1.66,4.18,124.82,green_sofa,6.28,1.33,55.51,red_brown_sofa,4.2,0.48,287.44,yellow_armchair,1.26,2.68,190.44,brown_sofa,1.66,4.18,124.82,green_sofa,6.28,1.33,55.51,red_brown_sofa
5.8,7.06,0.9,1.92,247.42,yellow_armchair,3.71,5.44,263.86,wooden_beige_sofa,4.37,6.09,74.24,white_armchair,0.13,2.69,26.17,wooden_beige_sofa,0.9,1.92,247.42,yellow_armchair,3.71,5.44,263.86,wooden_beige_sofa,4.37,6.09,74.24,white_armchair,0.13,2.69,26.17,wooden_beige_sofa
3.61,7.66,0.09,0.11,15.94,hexagonal_top_table,2.16,4.09,202.65,brown_sofa,0.91,2.65,50.43,wooden_beige_sofa,0.62,4.28,279.28,antique_desk,0.09,0.11,15.94,hexagonal_top_table,2.16,4.09,202.65,brown_sofa,0.91,2.65,50.43,wooden_beige_sofa,0.62,4.28,279.28,antique_desk
8.11,6.51,5.48,0.86,347.47,wooden_beige_sofa,1.73,0.85,170.04,coffee_table,5.53,5.95,286.35,antique_desk,1.38,3.63,135.03,white_armchair,5.48,0.86,347.47,wooden_beige_sofa,1.73,0.85,170.04,coffee_table,5.53,5.95,286.35,antique_desk,1.38,3.63,135.03,white_armchair
7.61,5.66,2.46,1.81,272.76,green_sofa,1.7,5.0,126.64,coffee_table,5.21,2.9,184.08,red_brown_sofa,2.4,1.85,65.41,wooden_beige_sofa,2.46,1.81,272.76,green_sofa,1.7,5.0,126.64,coffee_table,5.21,2.9,184.08,red_brown_sofa,2.4,1.85,65.41,wooden_beige_sofa
8.71,8.38,1.88,4.74,115.18,red_brown_sofa,1.37,1.2,15.75,modern_chair,5.26,5.74,298.65,modern_chair,3.78,4.01,201.41,antique_desk,1.88,4.74,115.18,red_brown_sofa,1.37,1.2,15.75,modern_chair,5.26,5.74,298.65,modern_chair,3.78,4.01,201.41,antique_desk
6.22,5.06,4.4,5.06,94.9,yellow_armchair,3.63,3.63,265.34,yellow_armchair,1.9,3.62,103.83,yellow_armchair,0.5,3.44,187.51,wooden_beige_sofa,4.4,5.06,94.9,yellow_armchair,3.63,3.63,265.34,yellow_armchair,1.9,3.62,103.83,yellow_armchair,0.5,3.44,187.51,wooden_beige_sofa
5.97,8.8,0.66,4.51,22.98,white_armchair,1.12,8.79,144.78,yellow_armchair,4.35,2.44,314.78,antique_desk,3.8,6.75,245.89,red_brown_sofa,0.66,4.51,22.98,white_armchair,1.12,8.79,144.78,yellow_armchair,4.35,2.44,314.78,antique_desk,3.8,6.75,245.89,red_brown_sofa
3.91,4.46,2.05,2.54,285.54,antique_desk,1.29,4.16,337.01,red_brown_sofa,0.65,0.86,340.27,white_armchair,2.78,3.31,169.45,red_brown_sofa,2.05,2.54,285.54,antique_desk,1.29,4.16,337.01,red_brown_sofa,0.65,0.86,340.27,white_armchair,2.78,3.31,169.45,red_brown_sofa
9.3,9.01,1.15,1.7,106.63,brown_sofa,3.74,7.72,95.88,brown_sofa,0.69,1.18,271.47,modern_chair,3.94,7.73,19.19,hexagonal_top_table,1.15,1.7,106.63,brown_sofa,3.74,7.72,95.88,brown_sofa,0.69,1.18,271.47,modern_chair,3.94,7.73,19.19,hexagonal_top_table
8.87,6.24,3.92,4.14,118.81,leather_vintage_sofa,8.21,5.29,88.55,green_sofa,7.9,3.61,276.32,white_armchair,7.93,3.11,207.47,leather_vintage_sofa,3.92,4.14,118.81,leather_vintage_sofa,8.21,5.29,88.55,green_sofa,7.9,3.61,276.32,white_armchair,7.93,3.11,207.47,leather_vintage_sofa
3.97,6.28,3.37,1.86,107.43,modern_chair,1.85,6.17,212.46,modern_chair,0.56,2.66,178.42,brown_sofa,0.4,1.61,307.58,green_sofa,3.37,1.86,107.43,modern_chair,1.85,6.17,212.46,modern_chair,0.56,2.66,178.42,brown_sofa,0.4,1.61,307.58,green_sofa
5.71,7.16,5.34,0.78,164.48,yellow_armchair,3.55,3.76,163.38,yellow_armchair,0.65,1.48,24.85,green_sofa,3.93,4.43,346.08,wooden_beige_sofa,5.34,0.78,164.48,yellow_armchair,3.55,3.76,163.38,yellow_armchair,0.65,1.48,24.85,green_sofa,3.93,4.43,346.08,wooden_beige_sofa
8.87,5.61,2.07,3.77,272.3,leather_vintage_sofa,6.23,1.42,64.45,antique_desk,4.63,2.04,175.47,leather_vintage_sofa,8.8,4.56,104.62,modern_chair,2.07,3.77,272.3,leather_vintage_sofa,6.23,1.42,64.45,antique_desk,4.63,2.04,175.47,leather_vintage_sofa,8.8,4.56,104.62,modern_chair
8.79,9.42,3.05,3.73,284.17,brown_sofa,2.06,4.22,207.65,brown_sofa,3.31,0.26,74.55,green_sofa,1.54,7.27,141.83,green_sofa,3.05,3.73,284.17,brown_sofa,2.06,4.22,207.65,brown_sofa,3.31,0.26,74.55,green_sofa,1.54,7.27,141.83,green_sofa
5.92,3.94,1.49,1.39,138.09,yellow_armchair,0.95,0.8,142.62,antique_desk,1.2,2.29,173.34,modern_chair,4.54,0.34,61.83,red_brown_sofa,1.49,1.39,138.09,yellow_armchair,0.95,0.8,142.62,antique_desk,1.2,2.29,173.34,modern_chair,4.54,0.34,61.83,red_brown_sofa
4.82,9.57,2.59,2.86,200.15,yellow_armchair,0.99,8.43,187.23,coffee_table,2.94,8.77,15.92,coffee_table,2.59,4.7,232.16,antique_desk,2.59,2.86,200.15,yellow_armchair,0.99,8.43,187.23,coffee_table,2.94,8.77,15.92,coffee_table,2.59,4.7,232.16,antique_desk
4.21,9.53,0.6,6.66,159.9,antique_desk,2.7,7.02,10.09,wooden_beige_sofa,1.71,2.53,284.78,hexagonal_top_table,2.94,9.25,26.32,brown_sofa,0.6,6.66,159.9,antique_desk,2.7,7.02,10.09,wooden_beige_sofa,1.71,2.53,284.78,hexagonal_top_table,2.94,9.25,26.32,brown_sofa
7.54,8.8,6.71,2.36,235.77,white_armchair,3.04,4.1,357.49,white_armchair,5.19,1.63,241.66,green_sofa,4.33,4.6,152.43,brown_sofa,6.71,2.36,235.77,white_armchair,3.04,4.1,357.49,white_armchair,5.19,1.63,241.66,green_sofa,4.33,4.6,152.43,brown_sofa
